College,City,State,Country
OHIO UNIVERSITY-LANCASTER CAMPUS,LANCASTER,OH,UNITED STATES
OHIO UNIVERSITY-ZANESVILLE CAMPUS,ZANESVILLE,OH,UNITED STATES
OHIO VALLEY COLLEGE,PARKERSBURG,WV,UNITED STATES
OHIO VALLEY GENERAL HOSPITAL SCHOOL OF NURSING,WHEELING,WV,UNITED STATES
OHIO VALLEY HOSPITAL SCHOOL OF NURSING,STEUBENVILLE,OH,UNITED STATES
OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,UNITED STATES
OHLONE COLLEGE,FREMONT,CA,UNITED STATES
OKALOOSA-WALTON JUNIOR COLLEGE,NICEVILLE,FL,UNITED STATES
OKLAHOMA BAPTIST COLLEGE AND INSTITUTE,OKLAHOMA CITY,OK,UNITED STATES
OKLAHOMA BAPTIST UNIVERSITY,SHAWNEE,OK,UNITED STATES
OKLAHOMA CHRISTIAN COLLEGE,OKLAHOMA CITY,OK,UNITED STATES
OKLAHOMA CITY COMMUNITY COLLEGE,OKLAHOMA CITY,OK,UNITED STATES
OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,UNITED STATES
OKLAHOMA COLLEGE OF BUSINESS&TECHNOLOGY,TULSA,OK,UNITED STATES
OKLAHOMA MISSIONARY BAPT COLLEGE INSTITUTE & SEM,MARLOW,OK,UNITED STATES
OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,UNITED STATES
OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,UNITED STATES
OKLAHOMA STATE UNIVERSITY,OKMULGEE,OK,UNITED STATES
OKLAHOMA STATE UNIVERSITY TECH INSTITUTE,OKLAHOMA CITY,OK,UNITED STATES
OLD COLLEGE,RENO,NV,UNITED STATES
OLD DOMINION UNIVERSITY,NORFOLK,VA,UNITED STATES
OLIVE-HARVEY COLLEGE,CHICAGO,IL,UNITED STATES
OLIVET COLLEGE,OLIVET,MI,UNITED STATES
OLIVET NAZARENE COLLEGE,KANKAKEE,IL,UNITED STATES
OLNEY CENTRAL COLLEGE,OLNEY,IL,UNITED STATES
OLYMPIC COLLEGE,BREMERTON,WA,UNITED STATES
ONONDAGA COMMUNITY COLLEGE,SYRACUSE,NY,UNITED STATES
OPEN BIBLE COLLEGE,DES MOINES,IA,UNITED STATES
ORAL ROBERTS UNIVERSITY,TULSA,OK,UNITED STATES
ORANGE COAST COLLEGE,COSTA MESA,CA,UNITED STATES
ORANGE COUNTY COMMUNITY COLLEGE,MIDDLETOWN,NY,UNITED STATES
ORANGEBURG-CALHOUN TECHNICAL COLLEGE,ORANGEBURG,SC,UNITED STATES
OREGON BIBLE COLLEGE,OREGON,IL,UNITED STATES
OREGON GRADUATE INSTITUTE,PORTLAND,OR,UNITED STATES
OREGON HEALTH SCIENCES UNIVERSITY,PORTLAND,OR,UNITED STATES
OREGON INSTITUTE OF TECHNOLOGY,KLAMATH FALLS,OR,UNITED STATES
OREGON STATE UNIVERSITY,CORVALLIS,OR,UNITED STATES
ORLANDO COLLEGE,ORLANDO,FL,UNITED STATES
OSAKA UNIVERSITY SCHOOL HUMAN SCIENCE,SUITA,,JAPAN
OSAKA UNIVERSITY-IUSP,TOYONAKA OSAKA,,JAPAN
OTERO JUNIOR COLLEGE,LA JUNTA,CO,UNITED STATES
OTIS ART INSTITUTE OF PARSONS SCHOOL DESGN,LOS ANGELES,CA,UNITED STATES
OTTAWA UNIVERSITY,OTTAWA,KS,UNITED STATES
OTTERBEIN COLLEGE,WESTERVILLE,OH,UNITED STATES
OTTUMWA HEIGHTS COLLEGE,OTTUMWA,IA,UNITED STATES
OUACHITA BAPTIST UNIVERSITY,ARKADELPHIA,AR,UNITED STATES
OUR LADY OF HOLY CROSS COLLEGE,NEW ORLEANS,LA,UNITED STATES
OUR LADY OF THE LAKE SCHOOL OF NURSING,BATON ROUGE,LA,UNITED STATES
OUR LADY OF THE LAKE UNIVERSITY,SAN ANTONIO,TX,UNITED STATES
OWENS COMMUNITY COLLEGE,TOLEDO,OH,UNITED STATES
OWENSBORO COMMUNITY COLLEGE,OWENSBORO,KY,UNITED STATES
OXFORD COLLEGE OF EMORY UNIVERSITY,OXFORD,GA,UNITED STATES
OXNARD COLLEGE,OXNARD,CA,UNITED STATES
OZARK CHRISTIAN COLLEGE,JOPLIN,MO,UNITED STATES
OZARKS TECHNICAL COMMUNITY COLLEGE,SPRINGFIELD,MO,UNITED STATES
PACE UNIVERSITY AT NEW YORK CITY,NEW YORK,NY,UNITED STATES
PACE UNIVERSITY AT PLEASANTVILLE,PLEASANTVILLE,NY,UNITED STATES
PACE UNIVERSITY AT WHITE PLAINS,WHITE PLAINS,NY,UNITED STATES
PACIFIC CHRISTIAN COLLEGE,FULLERTON,CA,UNITED STATES
PACIFIC LIFE BIBLE COLLEGE,SURREY,BC,CANADA
PACIFIC LUTHERAN UNIVERSITY,TACOMA,WA,UNITED STATES
PACIFIC NORTHWEST COLLEGE OF ART,PORTLAND,OR,UNITED STATES
PACIFIC OAKS COLLEGE & CHILDREN'S SCHOOL,PASADENA,CA,UNITED STATES
PACIFIC STATES UNIVERSITY,LOS ANGELES,CA,UNITED STATES
PACIFIC UNION COLLEGE,ANGWIN,CA,UNITED STATES
PACIFIC UNIVERSITY,FOREST GROVE,OR,UNITED STATES
PADUCAH COMMUNITY COLLEGE,PADUCAH,KY,UNITED STATES
PAINE COLLEGE,AUGUSTA,GA,UNITED STATES
PALM BEACH ATLANTIC COLLEGE,WEST PALM BEACH,FL,UNITED STATES
PALM BEACH COMMUNITY COLLEGE,LAKE WORTH,FL,UNITED STATES
PALMER COLLEGE OF CHIROPRACTIC,DAVENPORT,IA,UNITED STATES
PALMER JUNIOR COLLEGE,DAVENPORT,IA,UNITED STATES
PALO ALTO COLLEGE,SAN ANTONIO,TX,UNITED STATES
PALO VERDE COLLEGE,BLYTHE,CA,UNITED STATES
PALOMAR COLLEGE,SAN MARCOS,CA,UNITED STATES
PANOLA JUNIOR COLLEGE,CARTHAGE,TX,UNITED STATES
PARADISE VALLEY COMMUNITY COLLEGE,PHOENIX,AZ,UNITED STATES
PARIS JUNIOR COLLEGE,PARIS,TX,UNITED STATES
PARK COLLEGE,PARKVILLE,MO,UNITED STATES
PARKERSBURG COMMUNITY COLLEGE,PARKERSBURG,WV,UNITED STATES
PARKLAND COLLEGE,CHAMPAIGN,IL,UNITED STATES
PARKS COLLEGE,DENVER,CO,UNITED STATES
PARKS COLLEGE OF ST LOUIS UNIVERSITY,CAHOKIA,IL,UNITED STATES
PARKVIEW-METHODIST SCHOOL OF NURSING,FORT WAYNE,IN,UNITED STATES
PARSONS COLLEGE,FAIRFIELD,IA,UNITED STATES
PARSONS SCHOOL OF DESIGN,NEW YORK,NY,UNITED STATES
PASADENA CITY COLLEGE,PASADENA,CA,UNITED STATES
PASCO-HERNANDO COMMUNITY COLLEGE,DADE CITY,FL,UNITED STATES
PASSAIC COUNTY COMMUNITY COLLEGE,PATERSON,NJ,UNITED STATES
PATRICK HENRY COMMUNITY COLLEGE,MARTINSVILLE,VA,UNITED STATES
PATRICK HENRY STATE JUNIOR COLLEGE,MONROEVILLE,AL,UNITED STATES
PAUL D. CAMP COMMUNITY COLLEGE,FRANKLIN,VA,UNITED STATES
PAUL QUINN COLLEGE,WACO,TX,UNITED STATES
PAUL SMITH'S COLLEGE OF ARTS & SCIENCES,PAUL SMITHS,NY,UNITED STATES
PEABODY INSTITUTE OF JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,UNITED STATES
PEACE COLLEGE,RALEIGH,NC,UNITED STATES
PEARL RIVER JUNIOR COLLEGE,POPLARVILLE,MS,UNITED STATES
PEIRCE JUNIOR COLLEGE,PHILADELPHIA,PA,UNITED STATES
PELLISSIPPI STATE TECH COMM COLLEGE,KNOXVILLE,TN,UNITED STATES
PEMBROKE STATE UNIVERSITY,PEMBROKE,NC,UNITED STATES
PENINSULA COLLEGE,PORT ANGELES,WA,UNITED STATES
PENN VALLEY COMMUNITY COLLEGE,KANSAS CITY,MO,UNITED STATES
PENNSYLVANIA COLLEGE OF OPTOMETRY,PHILADELPHIA,PA,UNITED STATES
PENNSYLVANIA COLLEGE OF TECHNOLOGY,WILLIAMSPORT,PA,UNITED STATES
PENNSYLVANIA STATE UNIVERSITY-NEW KENSINGTON,NEW KENSINGTON,PA,UNITED STATES
PENNSYLVANIA STATE UNIVERSITY-SHENANGO VALLEY,SHARON,PA,UNITED STATES
PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,UNITED STATES
PENSACOLA CHRISTIAN COLLEGE,PENSACOLA,FL,UNITED STATES
PENSACOLA JUNIOR COLLEGE,PENSACOLA,FL,UNITED STATES
PEPPERDINE UNIVERSITY AT MALIBU,MALIBU,CA,UNITED STATES
PERALTA COLLEGE,OAKLAND,CA,UNITED STATES
PERU STATE COLLEGE,PERU,NE,UNITED STATES
PETERSBURG SCHOOL OF NURSING,PETERSBURG,VA,UNITED STATES
PETIT JEAN TECHNICAL COLLEGE,MORRILTON,AR,UNITED STATES
PFEIFFER COLLEGE,MISENHEIMER,NC,UNITED STATES
PHILADELPHIA COLLEGE OF BIBLE,LANGHORNE,PA,UNITED STATES
PHILADELPHIA COLLEGE OF TEXTILES & SCI,PHILADELPHIA,PA,UNITED STATES
PHILADELPHIA SCHOOL OF OFFICE TRAINING,PHILADELPHIA,PA,UNITED STATES
PHILANDER SMITH COLLEGE,LITTLE ROCK,AR,UNITED STATES
PHILLIPS COUNTY COMMUNITY COLLEGE,HELENA,AR,UNITED STATES
PHILLIPS JUNIOR COLLEGE,GULFPORT,MS,UNITED STATES
PHILLIPS UNIVERSITY,ENID,OK,UNITED STATES
PHOENIX COLLEGE,PHOENIX,AZ,UNITED STATES
PIEDMONT BIBLE COLLEGE,WINSTON-SALEM,NC,UNITED STATES
PIEDMONT COLLEGE,DEMOREST,GA,UNITED STATES
PIEDMONT TECHNICAL COLLEGE,GREENWOOD,SC,UNITED STATES
PIEDMONT VIRGINIA COMMUNITY COLLEGE,CHARLOTTESVILLE,VA,UNITED STATES
PIERCE COLLEGE,TACOMA,WA,UNITED STATES
PIKES PEAK COMMUNITY COLLEGE,COLORADO SPRINGS,CO,UNITED STATES
PIKEVILLE COLLEGE,PIKEVILLE,KY,UNITED STATES
PILLSBURY BAPTIST BIBLE COLLEGE,OWATONNA,MN,UNITED STATES
PIMA COMMUNITY COLLEGE,TUCSON,AZ,UNITED STATES
PINE MANOR COLLEGE,CHESTNUT HILL,MA,UNITED STATES
PINEBROOK JUNIOR COLLEGE,COOPERSBURG,PA,UNITED STATES
PIONEER COMMUNITY COLLEGE,KANSAS CITY,MO,UNITED STATES
PITT COMMUNITY COLLEGE,GREENVILLE,NC,UNITED STATES
PITTSBURG STATE UNIVERSITY,PITTSBURG,KS,UNITED STATES
PITZER COLLEGE,CLAREMONT,CA,UNITED STATES
PLATTE VALLEY BIBLE COLLEGE,SCOTTSBLUFF,NE,UNITED STATES
PLYMOUTH STATE COLLEGE,PLYMOUTH,NH,UNITED STATES
POINT LOMA NAZARENE COLLEGE,SAN DIEGO,CA,UNITED STATES
POINT PARK COLLEGE,PITTSBURGH,PA,UNITED STATES
POLITECNICO DI TORINO,TORINO,,ITALY
POLK COMMUNITY COLLEGE,WINTER HAVEN,FL,UNITED STATES
POLYTECHNIC INSTITUTE OF NEW YORK,BROOKLYN,NY,UNITED STATES
POMONA COLLEGE,CLAREMONT,CA,UNITED STATES
PONTIFICAL COLLEGE JOSEPHINUM,COLUMBUS,OH,UNITED STATES
PONTIFICIA UNIVERSITY. CATOLICA DE PUERTO RICO,PONCE,PR,UNITED STATES
PORTERVILLE COLLEGE,PORTERVILLE,CA,UNITED STATES
PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,UNITED STATES
PORTLAND SCHOOL OF ART,PORTLAND,ME,UNITED STATES
PORTLAND STATE UNIVERSITY,PORTLAND,OR,UNITED STATES
POST COLLEGE,WATERBURY,CT,UNITED STATES
POTOMAC STATE COLLEGE OF WEST VA UNIVERSITY,KEYSER,WV,UNITED STATES
POZNAN UNIVERSITY OF MEDICAL SCIENCE,POZNAN,,POLAND
PRACTICAL BIBLE TRAINING SCHOOL,BIBLE SCHOOL PARK,NY,UNITED STATES
PRAIRIE BIBLE COLLEGE,THREE HILLS,AB,CANADA
PRAIRIE STATE COLLEGE,CHICAGO HEIGHTS,IL,UNITED STATES
PRAIRIE VIEW A&M UNIVERSITY,PRAIRIE VIEW,TX,UNITED STATES
PRATT COMMUNITY COLLEGE & AREA VOC SCHOOL,PRATT,KS,UNITED STATES
PRATT INSTITUTE,BROOKLYN,NY,UNITED STATES
PRENTISS INSTITUTE,PRENTISS,MS,UNITED STATES
PRESBYTERIAN COLLEGE,CLINTON,SC,UNITED STATES
PRESBYTERIAN-ST LUKES SCHOOL OF NURSING,DENVER,CO,UNITED STATES
PRESCOTT COLLEGE,PRESCOTT,AZ,UNITED STATES
PRESENTATION COLLEGE,ABERDEEN,SD,UNITED STATES
PRESTONSBURG COMMUNITY COLLEGE,PRESTONSBURG,KY,UNITED STATES
PRINCE GEORGES COMMUNITY COLLEGE,LARGO,MD,UNITED STATES
PRINCE WILLIAM SOUND COMMUNITY COLLEGE,VALDEZ,AK,UNITED STATES
PRINCETON UNIVERSITY,PRINCETON,NJ,UNITED STATES
PRINCIPIA COLLEGE,ELSAH,IL,UNITED STATES
PROSPECT HALL COLLEGE,HOLLYWOOD,FL,UNITED STATES
PROVIDENCE COLLEGE,PROVIDENCE,RI,UNITED STATES
PROVIDENCE HOSPITAL SCHOOL OF RADIOLOGIC TECH,SANDUSKY,OH,UNITED STATES
PROVIDENCE HOSPITAL SCHOOL OF NURSING,SANDUSKY,OH,UNITED STATES
PROVIDENCE UNIVERSITY CLG THEO SEM,OTTERBURNE,MB,CANADA
PUEBLO COMMUNITY COLLEGE,PUEBLO,CO,UNITED STATES
PUGET SOUND CHRISTIAN COLLEGE,EDMONDS,WA,UNITED STATES
PURDUE UNIVERSITY,WEST LAFAYETTE,IN,UNITED STATES
PURDUE UNIVERSITY-CALUMET,HAMMOND,IN,UNITED STATES
PURDUE UNIVERSITY-NORTH CENTRAL CAMPUS,WESTVILLE,IN,UNITED STATES
QUEEN MARGARET UNIVERSITY COLLEGE,EDINBURGH,,UNITED KINGDOM
QUEEN MARY-UNIVERSITY OF LONDON,LONDON,,UNITED KINGDOM
QUEENS COLLEGE,CHARLOTTE,NC,UNITED STATES
QUEENS UNIVERSITY,KINGSTON,ON,CANADA
QUEENS UNIVERSITY BELFAST,BELFAST,,UNITED KINGDOM
QUEENSBOROUGH COMMUNITY COLLEGE,BAYSIDE,NY,UNITED STATES
QUEENSLAND UNIVERSITY OF TECHNOLOGY,KELVIN GROVE,,AUSTRALIA
QUEST UNIVERSITY CANADA,SQUAMISH,BC,CANADA
QUINCY COLLEGE,QUINCY,MA,UNITED STATES
QUINCY UNIVERSITY,QUINCY,IL,UNITED STATES
QUINEBAUG VALLEY COMMUNITY COLLEGE,DANIELSON,CT,UNITED STATES
QUINNIPIAC COLLEGE,HAMDEN,CT,UNITED STATES
QUINSIGAMOND COMMUNITY COLLEGE,WORCESTER,MA,UNITED STATES
RADEWAGEN AMATA DEL AM SAMOA,FAGATOGO,,SAMOA
RADFORD UNIVERSITY,RADFORD,VA,UNITED STATES
RAINY RIVER COMMUNITY COLLEGE,INTERNATIONAL FALLS,MN,UNITED STATES
RAMAPO COLLEGE OF NEW JERSEY,MAHWAH,NJ,UNITED STATES
RAMIREZ COLLEGE OF BUSINESS & TECHNOLOGY,SANTURCE,PR,UNITED STATES
RANCHO SANTIAGO COLLEGE,SANTA ANA,CA,UNITED STATES
RANDOLPH TECHNICAL COLLEGE,ASHEBORO,NC,UNITED STATES
RANDOLPH-MACON COLLEGE,ASHLAND,VA,UNITED STATES
RANDOLPH-MACON WOMAN'S COLLEGE,LYNCHBURG,VA,UNITED STATES
RANGER JUNIOR COLLEGE,RANGER,TX,UNITED STATES
RAPID CITY REGIONAL SCHOOL OF NURSING,RAPID CITY,SD,UNITED STATES
RAPIDES GEN HOSPITAL SCHOOL/RADIOLOGIC TECH,ALEXANDRIA,LA,UNITED STATES
RAPPAHANNOCK COMMUNITY COLLEGE,GLENNS,VA,UNITED STATES
RARITAN VALLEY COMMUNITY COLLEGE,SOMMERVILLE,NJ,UNITED STATES
RAVENSWOOD HOSPITAL MED CTR SCHOOL OF NURSING,CHICAGO,IL,UNITED STATES
RAY COLLEGE OF DESIGN,CHICAGO,IL,UNITED STATES
READING AREA COMMUNITY COLLEGE,READING,PA,UNITED STATES
RED ROCKS COMMUNITY COLLEGE,GOLDEN,CO,UNITED STATES
REDEEMER UNIVERSITY COLLEGE,ANCASTER,ON,CANADA
REDLANDS COMMUNITY COLLEGE,EL RENO,OK,UNITED STATES
REED COLLEGE,PORTLAND,OR,UNITED STATES
REFORMED BIBLE COLLEGE,GRAND RAPIDS,MI,UNITED STATES
REGENT UNIVERSITY,VIRGINIA BEACH,VA,UNITED STATES
REGENTS AMERICAN C,LONDON,,UNITED KINGDOM
REGIS COLLEGE,WESTON,MA,UNITED STATES
REGIS COLLEGE,DENVER,CO,UNITED STATES
REINHARDT COLLEGE,WALESKA,GA,UNITED STATES
REND LAKE COLLEGE,INA,IL,UNITED STATES
RENO BUSINESS COLLEGE,RENO,NV,UNITED STATES
RENSSELAER POLYTECHNIC INSTITUTE,TROY,NY,UNITED STATES
RESEARCH COLLEGE OF NURSING,KANSAS CITY,MO,UNITED STATES
RHODE ISLAND COLLEGE,PROVIDENCE,RI,UNITED STATES
RHODE ISLAND SCHOOL OF DESIGN,PROVIDENCE,RI,UNITED STATES
RHODES COLLEGE,MEMPHIS,TN,UNITED STATES
RICE UNIVERSITY,HOUSTON,TX,UNITED STATES
RICH MOUNTAIN COMMUNITY COLLEGE,MENA,AR,UNITED STATES
RICHARD BLAND COLLEGE,PETERSBURG,VA,UNITED STATES
RICHARD J. DALEY COLLEGE,CHICAGO,IL,UNITED STATES
RICHARD STOCKTON COLLEGE,POMONA,NJ,UNITED STATES
RICHLAND COLLEGE,DALLAS,TX,UNITED STATES
RICHLAND COMMUNITY COLLEGE,DECATUR,IL,UNITED STATES
RICKS COLLEGE,REXBURG,ID,UNITED STATES
RIDER COLLEGE,LAWRENCEVILLE,NJ,UNITED STATES
RIDGEWATER COLLEGE,WILLMAR,MN,UNITED STATES
RIO HONDO COLLEGE,WHITTIER,CA,UNITED STATES
RIO SALADO COMMUNITY COLLEGE,PHOENIX,AZ,UNITED STATES
RIPON COLLEGE,RIPON,WI,UNITED STATES
RIT KOSOVO,PRISHTINE,,SERBIA
RITSUMEIKAN ASIA PACIFIC UNIVERSITY,BEPPU,,JAPAN
RIVERLAND COMMUNITY COLLEGE,AUSTIN,MN,UNITED STATES
RIVERSIDE COMMUNITY COLLEGE,RIVERSIDE,CA,UNITED STATES
RIVERSIDE METH HOSPITAL SCHOOL/RADIOLOGIC TECH,COLUMBUS,OH,UNITED STATES
RIVIER COLLEGE,NASHUA,NH,UNITED STATES
RMIT UNIVERSITY,MELBOURNE,,AUSTRALIA
ROANE STATE COMMUNITY COLLEGE,LAFOLLETTE,TN,UNITED STATES
ROANOKE COLLEGE,SALEM,VA,UNITED STATES
ROANOKE-CHOWAN TECHNICAL COLLEGE,AHOSKIE,NC,UNITED STATES
ROBERT MORRIS COLLEGE,CHICAGO,IL,UNITED STATES
ROBERT MORRIS COLLEGE,CORAOPOLIS,PA,UNITED STATES
ROBERT MORRIS COLLEGE-PITTSBURGH CENTER,CORAOPOLIS,PA,UNITED STATES
ROBERTS WESLEYAN COLLEGE,ROCHESTER,NY,UNITED STATES
ROBESON TECHNICAL COLLEGE,LUMBERTON,NC,UNITED STATES
ROCHESTER COMMUNITY & TECH COLLEGE,ROCHESTER,MN,UNITED STATES
ROCHESTER INSTITUTE OF TECHNOLOGY,ROCHESTER,NY,UNITED STATES
ROCK ISLAND FRANCISCAN HOSPITAL,ROCK ISLAND,IL,UNITED STATES
ROCK VALLEY COLLEGE,ROCKFORD,IL,UNITED STATES
ROCKFORD COLLEGE,ROCKFORD,IL,UNITED STATES
ROCKFORD MEMORIAL SCHOOL OF NURSING,ROCKFORD,IL,UNITED STATES
ROCKHURST COLLEGE,KANSAS CITY,MO,UNITED STATES
ROCKINGHAM COMMUNITY COLLEGE,WENTWORTH,NC,UNITED STATES
ROCKLAND COMMUNITY COLLEGE,SUFFERN,NY,UNITED STATES
ROCKMONT COLLEGE,DENVER,CO,UNITED STATES
ROCKY MOUNTAIN BIOLOGICAL LABORATORY,CRESTED BUTTE,CO,UNITED STATES
ROCKY MOUNTAIN COLLEGE,BILLINGS,MT,UNITED STATES
ROGER WILLIAMS COLLEGE,BRISTOL,RI,UNITED STATES
ROGERS UNIVERSITY,CLAREMORE,OK,UNITED STATES
ROGUE COMMUNITY COLLEGE,GRANTS PASS,OR,UNITED STATES
ROLLINS COLLEGE,WINTER PARK,FL,UNITED STATES
ROOSEVELT UNIVERSITY,CHICAGO,IL,UNITED STATES
ROSE STATE COLLEGE,MIDWEST CITY,OK,UNITED STATES
ROSE-HULMAN INSTITUTE OF TECH,TERRE HAUTE,IN,UNITED STATES
ROSEMONT COLLEGE,ROSEMONT,PA,UNITED STATES
ROWAN COLLEGE OF NEW JERSEY,GLASSBORO,NJ,UNITED STATES
ROWAN TECHNICAL COLLEGE,SALISBURY,NC,UNITED STATES
ROXBURY COMMUNITY COLLEGE,ROXBURY,MA,UNITED STATES
ROYAL HOLLOWAY UNIVERSITY OF LONDON,EGHAM SURREY,,UNITED KINGDOM
ROYALTON COLLEGE,SOUTH ROYALTON,VT,UNITED STATES
RUSH UNIVERSITY,CHICAGO,IL,UNITED STATES
RUSSELL SAGE COLLEGE,TROY,NY,UNITED STATES
RUST COLLEGE,HOLLY SPRINGS,MS,UNITED STATES
RUTGERS STATE UNIVERSITY-CAMDEN COLLEGE ARTS/SC,CAMDEN,NJ,UNITED STATES
RUTGERS STATE UNIVERSITY-DOUGLASS COLLEGE,NEW BRUNSWICK,NJ,UNITED STATES
RUTGERS STATE UNIVERSITY-LIVINGSTON COLLEGE,NEW BRUNSWICK,NJ,UNITED STATES
RUTGERS STATE UNIVERSITY-NEWARK COLLEGE ARTS/SC,NEWARK,NJ,UNITED STATES
RUTGERS STATE UNIVERSITY-RUTGERS COLLEGE,NEW BRUNSWICK,NJ,UNITED STATES
RUTLEDGE COLLEGE,SPRINGFIELD,MO,UNITED STATES
RYERSON UNIVERSITY,TORONTO,ON,CANADA
S.I.U. SCHOOL OF DENTAL MEDICINE,ALTON,IL,UNITED STATES
SACRAMENTO CITY COLLEGE,SACRAMENTO,CA,UNITED STATES
SACRED HEART COLLEGE,BELMONT,NC,UNITED STATES
SACRED HEART HOSPITAL SCHOOL/RADIOLOGIC TECH,YANKTON,SD,UNITED STATES
SACRED HEART SEMINARY,DETROIT,MI,UNITED STATES
SACRED HEART UNIVERSITY,BRIDGEPORT,CT,UNITED STATES
SADDLEBACK COLLEGE,MISSION VIEJO,CA,UNITED STATES
SAGINAW VALLEY STATE COLLEGE,UNIVERSITY CENTER,MI,UNITED STATES
SAINT CLOUD TECHNICAL COLLEGE,ST CLOUD,MN,UNITED STATES
SAINT LOUIS UNIVERSITY-MADRID,MADRID,,SPAIN
SAINT MARY'S COLLEGE,SAINT MARYS,KS,UNITED STATES
SAINT THOMAS UNIVERSITY-CANADA,FREDERICTON,NB,CANADA
SALEM COLLEGE,WINSTON-SALEM,NC,UNITED STATES
SALEM COMMUNITY COLLEGE,PENNS GROVE,NJ,UNITED STATES
SALEM STATE COLLEGE,SALEM,MA,UNITED STATES
SALEM-TEIKYO UNIVERSITY,SALEM,WV,UNITED STATES
SALISBURY BUSINESS COLLEGE,SALISBURY,NC,UNITED STATES
SALISBURY STATE COLLEGE,SALISBURY,MD,UNITED STATES
SALT LAKE COMMUNITY COLLEGE,SALT LAKE CITY,UT,UNITED STATES
SALVE REGINA UNIVERSITY,NEWPORT,RI,UNITED STATES
SAM HOUSTON STATE UNIVERSITY,HUNTSVILLE,TX,UNITED STATES
SAMARITAN HOSPITAL SCHOOL OF NURSING,TROY,NY,UNITED STATES
SAMFORD UNIVERSITY,BIRMINGHAM,AL,UNITED STATES
SAMPSON COMMUNITY COLLEGE,CLINTON,NC,UNITED STATES
SAMUEL MERRITT COLLEGE OF NURSING,OAKLAND,CA,UNITED STATES
SAN ANTONIO COLLEGE,SAN ANTONIO,TX,UNITED STATES
SAN BERNARDINO VALLEY COLLEGE,SAN BERNARDINO,CA,UNITED STATES
SAN DIEGO CITY COLLEGE,SAN DIEGO,CA,UNITED STATES
SAN DIEGO MESA COLLEGE,SAN DIEGO,CA,UNITED STATES
SAN DIEGO MIRAMAR COLLEGE,SAN DIEGO,CA,UNITED STATES
SAN DIEGO STATE UNIVERSITY,SAN DIEGO,CA,UNITED STATES
SAN FRANCISCO ART INSTITUTE,SAN FRANCISCO,CA,UNITED STATES
SAN FRANCISCO COLLEGE-MORTUARY SCIENCE,SAN FRANCISCO,CA,UNITED STATES
SAN FRANCISCO CONSERVATORY OF MUSIC,SAN FRANCISCO,CA,UNITED STATES
SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO,CA,UNITED STATES
SAN JACINTO COLLEGE-CENTRAL CAMPUS,PASADENA,TX,UNITED STATES
SAN JACINTO COLLEGE-NORTH CAMPUS,HOUSTON,TX,UNITED STATES
SAN JACINTO COLLEGE-SOUTH CAMPUS,HOUSTON,TX,UNITED STATES
SAN JOAQUIN COLLEGE OF LAW,FRESNO,CA,UNITED STATES
SAN JOAQUIN DELTA COLLEGE,STOCKTON,CA,UNITED STATES
SAN JOSE BIBLE COLLEGE,SAN JOSE,CA,UNITED STATES
SAN JOSE CITY COLLEGE,SAN JOSE,CA,UNITED STATES
SAN JOSE STATE UNIVERSITY,SAN JOSE,CA,UNITED STATES
SAN JUAN COLLEGE,FARMINGTON,NM,UNITED STATES
SANDHILLS COMMUNITY COLLEGE,CARTHAGE,NC,UNITED STATES
SANTA BARBARA CITY COLLEGE,SANTA BARBARA,CA,UNITED STATES
SANTA CLARA UNIVERSITY,SANTA CLARA,CA,UNITED STATES
SANTA FE COMMUNITY COLLEGE,GAINESVILLE,FL,UNITED STATES
SANTA FE COMMUNITY COLLEGE,SANTA FE,NM,UNITED STATES
SANTA MONICA COLLEGE,SANTA MONICA,CA,UNITED STATES
SANTA ROSA CHRISTIAN COLLEGE,MILTON,FL,UNITED STATES
SANTA ROSA JUNIOR COLLEGE,SANTA ROSA,CA,UNITED STATES
SARAH LAWRENCE COLLEGE,BRONXVILLE,NY,UNITED STATES
SAUK VALLEY COMMUNITY COLLEGE,DIXON,IL,UNITED STATES
THE SAVANNAH COLLEGE OF ART & DESIGN,SAVANNAH,GA,UNITED STATES
SAVANNAH STATE UNIVERSITY,SAVANNAH,GA,UNITED STATES
SAVANNAH TECHNICAL INSTITUTE,SAVANNAH,GA,UNITED STATES
SAYRE JUNIOR COLLEGE,SAYRE,OK,UNITED STATES
SCHENECTADY COUNTY COMMUNITY COLLEGE,SCHENECTADY,NY,UNITED STATES
SCHILLER INTL UNIVERSITY-HEIDELBERG,HEIDELBERG,,GERMANY
SCHOITZ MEDICAL CTR SCHOOL/RADIOLOGIC TECH,WATERLOO,IA,UNITED STATES
SCHOOL FOR INTERNATIONAL TRNG,BRATTLEBORO,VT,UNITED STATES
SCHOOL OF THE ART INSTITUTE OF CHICAGO,CHICAGO,IL,UNITED STATES
SCHOOL OF THE MUSEUM OF FINE ARTS,BOSTON,MA,UNITED STATES
SCHOOL OF THE OZARKS,POINT LOOKOUT,MO,UNITED STATES
